Party Jump,DJ Slice Nice,Hip-Hop / Rap / R&B,Hook / Riff,1985
Depend on Myself,TLC,Hip-Hop / Rap / R&B,Drums,1992
Untitled (Side B),DJ Fokus,Electronic / Dance,Drums,1994
Hammerhart,Absolute Beginner,Hip-Hop / Rap / R&B,Drums,1998
Hard Wit No Hoe,KMD,Hip-Hop / Rap / R&B,Hook / Riff,1991
Lisa Baby (Hip Hop Fat Mix),Father MC,Hip-Hop / Rap / R&B,Drums,1991
Scratch 22 (Jay-Rock's Theme),Freestylers,Hip-Hop / Rap / R&B,Sound Effect / Other,1998
Faces of Death,Frankie Cutlass,Hip-Hop / Rap / R&B,Drums,1993
Faces of Death,Evil Twins,Hip-Hop / Rap / R&B,Drums,1993
1/4-2-12,Symphonic Evolution,Hip-Hop / Rap / R&B,Hook / Riff,1988
Hip Hop It Is a Kinda Different,Tone Loc,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
You Know My Steez (K. Gee Street Mix),Gang Starr,Hip-Hop / Rap / R&B,Hook / Riff,1998
Track 9,DJ Q-Bert,Hip-Hop / Rap / R&B,Multiple Elements,1994
V.I.P.'s Only,Maestro Fresh Wes,Hip-Hop / Rap / R&B,Drums,1991
Napsack,Shyheim,Hip-Hop / Rap / R&B,Drums,1994
Search and Destroy,Front Line Assembly,Electronic / Dance,Drums,1994
Master Buster,Heigo Tani,Soundtrack / Library,Sound Effect / Other,2006
You Gotta Believe (Remix),Marky Mark and the Funky Bunch,Hip-Hop / Rap / R&B,Sound Effect / Other,1992
You Lose,Caddillac Tah,Hip-Hop / Rap / R&B,Sound Effect / Other,2001
